KAISHA_CD,KEIYAKU_ID,JUCHU_KEIYAKU_NO,JUCHU_KEIYAKU_HENKO_NO,ANKEN_NO,ANKEN_SHOHIN_SN,ANKEN_TAISHOSAKI_SN,KEIBI_SHINDAN_NO,KOJI_SHIJISHO_NO,SEKISAN_NO,SHOSAI_SEKISAN_NO,MITSUMORI_NO,KEIYAKUSHO_NO,MITSUMORISHO_NO,SHOHIN_SERVICE_CD,SEKISAN_STATUS_KBN,SHOSAI_SEKISAN_IRAI_STATUS_KBN,KEIYAKU_STATUS_KBN,JIGYO_SEGMENT_CD,KEIYAKU_CHOKI_RINJI_KBN,DENKEI_NO,KANREN_JUCHU_KEIYAKU_NO,KEIYAKU_YOTEI_YMD,GYOMU_KAISHI_YOTEI_YMD,GYOMU_MANRYO_YOTEI_YMD,GYOMU_KAISHI_YMD,GYOMU_SHURYO_YMD,KEIYAKU_KOSHIN_TSUKISU,KEIYAKU_KOSHIN_NENSU,KIHON_KYOTSU_KEIYAKU_NO,KEIYAKUSAKI_TORIHIKISAKI_CD,KIYKSK_TRHKSK_BSH_CD,TORIHIKISAKI_CD,TORIHIKISAKI_BUSHO_CD,KEIYAKU_TSUKISU,KEIYAKU_SHURYOBI_SETTEIARI_FLG,KEIYAKU_KOSHIN_TSUCHI_KBN,KAIYAKUKIN_SETTEI_KBN,KAIYAKUKINARI_FLG,KAIYAKUKIN_KEISANSHIKI_CD,KAIYAKUKIN_KEISU,KAIYAKUKIN_HENKO_RIYU,KAIYAKUKIN_TOKKI_NAIYO,SEIKYU_KEITAI_KBN,SHIHARAI_JOKEN_KBN,SHIHARAI_D,KOKYAKU_SHIHARAI_HOHO_KBN,SEIKYUSHO_HYOJI_KIKAN_KAISHI_D,SEIKYUSHO_HYOJI_KIKAN_SHURYO_D,KESSAN_M,SEIKYU_KEITAI_KITEN_M,KEIYAKU_SHINKI_KBN,SHOKAISAKI_TORIHIKISAKI_CD,SHIEN_JIGYOSHO_CD,SHEN_JGYSH_TNTSH_SHIN_NO,SHIEN_RANK_KBN,SIKY_DIK_IRIMT_TRHKSK_CD,KIYK_SIKY_DIK_IRISH_NO,OYAKEIYAKU_FLG,SHIHARAI_TANI_KBN,JUCHU_SHUBETSU_KBN,KEIYAKU_NENDO,KEIYAKU_KBN,RINJI_KEIYAKU_KBN,TAIKISHO_CD,TAIKISHO_SHOYO_JIKAN,TAIKISHO_KYORI_M,YAKAN_TAIKISHO_CD,YAKAN_TAIKISHO_SHOYO_JIKAN,YAKAN_TAIKISHO_KYORI_M,KOJI_NAIYO,RONRI_SAKUJO_FLG,KOJI_YOBI_KBN,KOJI_JIKANTAI_KBN,ANKEN_NM,SEIKYU_DAIKO_KANRI_NO,JUCHU_JIGYOSHO_CD,KEIYAKU_JUCHU_TANTO_SHAIN_NO,JUCHU_TANTOSHA_DENWA_NO,SONOTA_KEIYAKU_SHORI_KBN,SONOTA_KEIYAKU_SHORI_BIKO,SNT_KIYK_JH_TRK_RIYU,KEIYAKUSHO_SAKUSEI_MAISU_KBN,KEIYAKU_TEIKETSU_YMD,JUCHU_TANTOSHA_MEMO_NAIYO,NEBIKI_CD,SHINSEI_SHONIN_NO,SHMHN_JSSH_JGYSH_THIK_FLG,KEIYAKU_KOJIARI_FLG,KIYKBTS_BKKN_BNSK_KOMOKU_1,KIYKBTS_BKKN_BNSK_KOMOKU_2,MELTEC_KOJIKI_NO,MELTEC_KOJI_BUMON_NO,MELTEC_KOJI_KEIYAKUSHU_NO,MELTEC_KOJI_TATEMONO_NO,MELTEC_KOJI_HONSU_SN,SONOTA_KAIYAKU_RIYU,CROSS_SELL_YO_FLG,LEASE_KAISHA_SHIYOARI_FLG,KEIBI_TAISHOSAKI_TEMPOSU,KEISO_SHOYO_JIKAN,NYUSHUKKINARI_FLG,SAIKEIYAKU_JUCHU_KEIYAKU_NO,SAIKEIYAKUARI_FLG,SAIKEIYAKU_GYOMU_KAISHI_YMD,ROMU_TANKA_AMT,JUCHU_SHINSEI_MEMO_NAIYO,JUCHU_SHINSEI_RIYU,SHOHIN_SERVICE_SHUBETSU_CD,BAIKYAKU_LEASE_KBN,KEIYAKU_KAITEI_YOTEI_YMD,KEIYAKU_KOKAIARI_FLG,KEIYAKU_MANRYO_YOTEI_YMD,KEIYAKU_MANRYO_YOTEIBIARI_FLG,TAIO_JIKO_NAIYO,TEKKYO_KOJI_KBN,KAITEI_YOTEI_YMD,KISHU_PACK_KBN,MMK_KISHU_KBN,ZANSON_KEIYAKU_TSUKISU,TOKUSHU_HOSHU_KOJIARI_FLG,ISETSUARI_FLG,SEKISAN_MEMO_NAIYO,NOHIN_YOTEI_YMD,YOBO_JIKO_NAIYO,KAIYAKU_YOTEI_YMD,KAIYAKU_RIYU_CD,KAIYAKUKIN_MENJO_RIYU,KAIYAKUKIN_ZANSON_TSUKISU,KAIYAKUKIN_TOKKI_JIKO,KAIYAKUKIN_BAI_RITSU,KIYKKN_KISNSHK_HNK_RIYU,KAIYAKUKIN_SETTEI_NAIYO,SEIKYUSHO_SHURYO_D,SEIKYUSHO_KAISHI_D,SEIKYU_KAISHI_M,TEKKYO_KOJIARI_FLG,KOSHO_SAGYOARI_FLG,KEIYAKU_YM_KBN,SHOHIZEI_KBN,HIKAZEI_RIYU,TORIHIKISAKI_SHIHARAI_JOHO_CD,KEIYAKU_TOROKUSHA_KAISHA_CD,KEIYAKU_TOROKUSHA_SHAIN_NO,KEIYAKU_TOROKU_DT,KEIYAKU_KOSHINSHA_KAISHA_CD,KEIYAKU_KOSHINSHA_SHAIN_NO,KEIYAKU_KOSHIN_DT,KEIYAKUSAKI_TANTOSHA_NM,KEIYAKUSAKI_DENWA_NO,JUCHU_SHORI_KBN,KEIYAKUSHO_KAISHU_YOTEI_YMD,KEIYAKUSHO_KAISHU_YMD,KEIYAKU_TOROKU_GAMEN_ID,SOLUTION_CD_2,SOLUTION_CD_3,SOLUTION_CD_4,SOLUTION_CD_5,SOLUTION_CD,HKTG_MOTO_JUCHU_KEIYAKU_NO,KEIYAKU_SAISHIN_FLG,KAITEIMAE_JUCHU_KEIYAKU_NO,KEIYAKU_KENSAKU_TAISHO_FLG,KITIME_JUCHU_KEIYAKU_HENKO_NO,GYOMU_ITAKU_SERVICE_CD,KEIYAKU_BUNRUI_KBN,JUCHU_SHINSEI_NO,JUCHU_SHINSEI_MEISAI_NO,JCH_KIYK_HNK_RRK_MSKSI_FLG,HENSHU_KOMOKU_SHUBETSU_KBN,TEKKYO_KOJI_YOTEI_D,ANKEN_HANEI_ZUMI_FLG,SHOHI_ZEIRITSU_CD,NENGAKU_SETTEI_FLG,FUKUSU_KEIYAKUSAKI_SETTEI_FLG,SHHRI_JKN_NBKAR_FLG,MITSUMORISHO_TEIAN_NAIYO,MTSMRSH_YUKO_KIGEN_NISSU,MITSUMORISHO_HSK_STSMI_NAIYO,URIAGE_KOGAKU_JUCHU_AMT,URIAGE_YOSHIN_JOGEN_AMT,GCJIGYOSHO_CD,JUCHU_SHONIN_DT,JUCHU_SHINSEI_DT,JUCHU_TANTO_JIGYOSHO_CD,SEKISAN_KANRYO_DT,BISH_GNDGK_HYJN_AMT_NAIYO_1,KNSH_KMK_KOJI_GOKEI_GENKA_AMT,KNSH_KMK_KOJI_GOKEI_HYOJUN_AMT,JIDO_KOSHINARI_FLG,NB_KIGYO_CD,NB_TEMPO_NO,SHIHARAI_JOKEN_NEBIKI_CD,KEIYAKU_JOHO_SENI_ZUMI_FLG,MITSUMORISHO_SAKUSEIZUMI_FLG,SKSN_TIJ_KKK_TOROKU_ZUMI_FLG,OYA_PLAN_ARI_FLG,OYA_PLAN_KEIYAKU_ID,HIMOZUKE_JUCHU_GROUP_NO,SEKISAN_KIYK_KANRI_KBN,PLAN_TEIAN_FLG,ANKN_HNEI_SHHN_SRVC_PLAN_KBN,TEKKYO_TAISHO_KBN,TAIKISHO_NM,TIKSH_TNYRYK_KTSG_JUSHO,YAKAN_TAIKISHO_NM,YKN_TIKSH_TNYRYK_KTSG_JUSHO,GC_JIGYOSHO_NM,GC_JGYSH_KTSG_JUSHO,SHURI_CARD_NO,REGST_TMSTMP,REGSTR_CO_CD,REGSTR_SOSHIKI_CD,REGSTR_EMP_NO,REGST_GAMEN_ID,REGST_PGM_ID,UPD_TMSTMP,UPDTR_CO_CD,UPDTR_SOSHIKI_CD,UPDTR_EMP_NO,UPD_GAMEN_ID,UPD_PGM_ID
10000,21206274,5.27556E+14,1,,,,,,S9930090980560001,,,,,83,5,0,0,100,1,527556174,5.27556E+14,8/1/2021,8/1/2021,7/31/2026,,,0,0,,1193155,1,154959,1,60,0,3,2,0,,0,,@@@@@@@@@@@@・@@,1,4,31,30,1,31,,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,,0,9,9,,,81016,701535,,,,,2,,,,,0,0,,,,,,,,                    ,0,0,0,0,0,,0,,0,,"@@@・｡@@@@@@@@･@@・@・@@@@@・ｨ@@@・ｾ@@@@@@@@@@・・@@・ｿ@@@・ｼ@@@・・・・@@@@@・@@09097942@@@・・@@・ｧ@@@・・@@@@@・・@@@・ｮ@@@@@・・@・・@・・@@@・ｾ@@@@@@@@@@｣@・@@・
",151,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,  ,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,,,,,,,,,10,,,ELEK99999999S99,,,,,,               ,0,,1,,,0,2.01926E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/20/2021,,7/20/2021,,0,0,0,,,,1,0,1,0,,,0,1,0,0,,,,,,,,20:43.4,10000,,ikouser,,IKY303050451P03,08:54.3,10000,,551073,,DP-00209-000
10000,21206273,5.27556E+14,1,,,,,,S9930090980560001,,,,,83,5,0,0,100,1,527556174,5.27556E+14,8/1/2021,8/3/2021,8/2/2026,8/3/2021,,0,1,,1193155,1,154959,1,60,0,1,1,1,12,1,,@@@@@@@@@@@@・@@,1,4,31,30,1,31,3,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,,0,9,9,,,81016,701535,,,,,2,7/1/2021,,,,0,0,,,,     ,     ,       ,   ,,0,0,0,0,0,,0,8/3/2021,0,,"@@@・｡@@@@@@@@･@@・@・@@@@@・ｨ@@@・ｾ@@@@@@@@@@・・@@・ｿ@@@・ｼ@@@・・・・@@@@@・@@09097942@@@・・@@・ｧ@@@・・@@@@@・・@@@・ｮ@@@@@・・@・・@・・@@@・ｾ@@@@@@@@@@｣@・@@・
",151,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,10000,722770,51:53.1,10000,722770,21:41.4,,,10,,7/1/2021,ELKY01010701S01,,,,,,,0,,1,,,0,2.01949E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/20/2021,,7/20/2021,,0,0,1,,,,0,0,1,0,,,1,1,0,0,,,,,,,,20:43.4,10000,,ikouser,,IKY303050451P04,21:41.4,10000,,722770,,SKY613050400P01
10000,21206275,5.27556E+14,1,,,,,,S9930090980560001,,,,,83,5,0,0,100,1,527556174,5.27556E+14,,8/3/2021,8/2/2026,8/3/2021,,0,1,,1193155,1,154959,1,60,0,1,1,1,12,1,,,1,4,31,30,1,31,3,0,0,,,,4,,,1,0,1,,0,1,,0,0,,0,0,,0,9,9,,,81016,701535,,,,,2,7/1/2021,,,,0,0,,,,     ,     ,       ,   ,,0,0,0,0,0,,0,8/3/2021,0,,,151,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,,0,,,,,,0,0,0,1,,,10000,PEBT0001,21:41.5,10000,PEBT0001,50:17.2,,,10,,7/1/2021,ELKY01010701S01,,,,,,,0,,0,,,0,2.01997E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,21:41.5,10000,,ikouser,,IKY303050451P02,50:17.2,10000,,PEBT0001,,SKY613050400P01
10000,21206276,5.27556E+14,1,,,,,,S9930090790630001,,,5.27556E+16,,2,5,0,0,100,1,527556182,5.27556E+14,7/12/2021,7/28/2021,6/27/2023,7/28/2021,,0,1,,182388,2,182388,1,23,0,1,1,1,1,1,,@@@@@@@@@@@@・@@,1,4,31,30,1,31,3,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,@@@@･@・,0,0,0,,,121191,369339,,,,,2,7/21/2021,,,,1,0,,,,     ,     ,       ,   ,,0,0,0,0,0,,0,7/28/2021,0,,@@@@@@@@@@@@@@・ｨ@@@・ｾ@・ｮ@@@・@@@@・・@・・@・・@・・・・・・・・・ｾ・・@・,110,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,10000,674795,53:28.2,10000,674795,49:09.3,,,1,,7/21/2021,ELKY01010101S01,,,,,,,0,,1,,,0,2.01986E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/9/2021,,7/9/2021,,0,0,1,,,,0,0,1,0,,,1,1,0,0,,,,,,,,17:56.9,10000,,ikouser,,IKY303050451P04,49:09.3,10000,,674795,,SKY613050400P01
10000,21206277,5.27556E+14,1,,,,,,S9930090790630001,,,,,2,5,0,0,100,1,527556182,5.27556E+14,7/12/2021,7/28/2021,6/27/2023,,,0,0,,,,182388,1,23,0,3,2,0,,0,,@@@@@@@@@@@@・@@,1,1,31,30,1,31,,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,@@@@･@・,0,0,0,,,121012,369339,,,,,2,,,,,0,1,,,,,,,,                    ,0,0,0,0,0,,0,,0,,@@@@@@@@@@@@@@・ｨ@@@・ｾ@・ｮ@@@・@@@@・・@・・@・・@・・・・・・・・・ｾ・・@・,110,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,  ,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,,,,,,,,,1,,,ELEK99999999S99,,,,,,               ,0,,1,,,0,2.01928E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/9/2021,,7/9/2021,,0,0,0,,,,1,0,1,0,,,0,1,0,0,,,,,,,,17:56.9,10000,,ikouser,,IKY303050451P03,08:54.3,10000,,369339,,DP-00209-000
10000,21206278,5.27556E+14,1,,,,,,S9930090790630001,,,,,2,5,0,0,100,2,527556182,5.27556E+14,,7/28/2021,6/27/2023,7/28/2021,,0,1,,182388,2,182388,1,23,0,1,1,1,1,1,,,0,4,31,30,1,31,3,0,0,,,,4,,,1,0,20,,0,1,,0,0,,0,0,,0,9,9,,,121191,369339,,,,,2,,,,,0,1,,,,,,,,,0,0,0,0,0,,0,7/27/2021,0,,,110,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,,0,,,,,,0,0,0,1,,,10000,674795,53:28.7,10000,674795,25:36.1,,,1,,,ELKY01010101S01,,,,,,,0,,0,,,0,2.01911E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,53:28.7,10000,,ikouser,,IKY303050451P02,25:36.1,10000,,674795,,IKY303050451P02
10000,21206279,5.27556E+14,1,,,,,,S9930090790630001,,,,,2,5,0,0,100,2,527556182,5.27556E+14,,7/28/2021,6/27/2023,7/28/2021,,0,1,,182388,2,182388,1,23,0,1,1,1,1,1,,,0,4,31,30,1,31,3,0,0,,,,4,,,1,0,40,,0,1,,0,0,,0,0,,0,9,9,,,121191,369339,,,,,2,,,,,0,0,,,,,,,,,0,0,0,0,0,,0,7/27/2021,0,,,110,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,,0,,,,,,0,0,0,1,,,10000,674795,53:28.9,10000,674795,25:36.2,,,1,,,ELKY01010101S01,,,,,,,0,,0,,,0,2.01952E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,53:28.9,10000,,ikouser,,IKY303050451P02,25:36.2,10000,,674795,,IKY303050451P02
10000,21206280,5.27556E+14,2,,,,,,,,,,,98,5,0,0,100,2,527556182,5.27556E+14,,8/18/2021,8/18/2021,8/23/2021,8/23/2021,0,0,,182388,2,182388,1,0,0,3,2,0,,0,,@@@@@@@@@@@@・@@,0,4,31,30,1,31,3,0,0,,,,4,,,1,0,60,,0,1,,0,0,,0,0,,0,9,9,,,121191,369339,,,,,2,8/18/2021,,,,0,0,,,,     ,     ,       ,   ,,0,0,0,0,0,,0,8/23/2021,0,,,911,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,10000,432368,28:21.5,10000,432368,41:43.4,,,21,,,ELKY01010601S01,,,,,,,1,,1,,,0,2.01963E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,28:21.5,10000,,ikouser,,IKY303050451P02,41:43.4,10000,,432368,,IKY303050451P02
10000,21206281,5.27556E+14,1,,,,,,S9930090993230001,,,5252900925710ABA1,,2,5,0,0,100,1,527556190,5.27556E+14,7/22/2021,8/1/2021,7/31/2026,8/1/2021,,0,1,,765511,1,151179,1,60,0,1,1,1,1,1,,@@@@@@@@@@@@・@@,1,3,31,30,1,31,3,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,@@@@･@・,0,2,0,,,969,491025,,,,,2,7/21/2021,,,,1,0,,,,     ,     ,       ,   ,,0,0,0,0,0,,0,8/1/2021,0,,"@@@@@@@09098557@・ｧ@@@・・@・@・ｾ@・・@@・@@・ｫ@､@・・@@・｣@・・@・・@・@@@@@・・@・・@@@@@@@・・@@@・・@｡@・・@・ｾ@@・""",110,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,10000,571280,55:23.6,10000,571280,12:40.3,,,1,,7/21/2021,ELKY01010101S01,,,,,,,0,,1,,,0,2.01938E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/20/2021,,7/20/2021,,0,0,1,,,,0,0,1,0,,,1,1,0,0,,,,,,,,15:40.5,10000,,ikouser,,IKY303050451P04,12:40.3,10000,,571280,,SKY613050400P01
10000,21206282,5.27556E+14,1,,,,,,S9930090993230001,,,,,2,5,0,0,100,1,527556190,5.27556E+14,7/22/2021,8/1/2021,7/31/2026,,,0,0,,765511,1,151179,1,60,0,3,2,0,,0,,@@@@@@@@@@@@・@@,1,4,31,30,1,31,,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,@@@@･@・,0,2,0,,,969,491025,,,,,2,,,,,0,1,,,,,,,,                    ,0,0,0,0,0,,0,,0,,"@@@@@@@09098557@・ｧ@@@・・@・@・ｾ@・・@@・@@・ｫ@､@・・@@・｣@・・@・・@・@@@@@・・@・・@@@@@@@・・@@@・・@｡@・・@・ｾ@@・""",110,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,  ,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,,,,,,,,,1,,,ELEK99999999S99,,,,,,               ,0,,1,,,0,2.01924E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/20/2021,,7/20/2021,,0,0,0,,,,1,0,1,0,,,0,1,0,0,,,,,,,,15:40.5,10000,,ikouser,,IKY303050451P03,08:54.3,10000,,491025,,DP-00209-000
10000,21206283,5.27556E+14,1,,,,,,S9930090993230001,,,,,2,5,0,0,100,2,527556190,5.27556E+14,,8/1/2021,7/31/2026,8/1/2021,,0,1,,765511,1,151179,1,60,0,1,1,1,1,1,,,0,3,31,30,1,31,3,0,0,,,,4,,,1,0,20,,0,1,,0,0,,0,0,,0,9,9,,,969,491025,,,,,2,,,,,0,1,,,,,,,,,0,0,0,0,0,,0,8/1/2021,0,,,110,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,,0,,,,,,0,0,0,1,,,10000,571280,55:23.9,10000,571280,06:56.1,,,1,,,ELKY01010101S01,,,,,,,0,,0,,,0,2.0195E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,55:23.9,10000,,ikouser,,IKY303050451P02,06:56.1,10000,,571280,,IKY303050451P02
10000,21206284,5.27556E+14,1,,,,,,S9930090934710001,,,,,2,5,0,0,100,1,527556205,5.27556E+14,5/28/2021,7/31/2021,7/30/2026,,,0,1,,177011,2,177011,1,60,0,1,1,1,1,1,,@@@@@@@@@@@@・@@,1,1,31,10,1,31,7,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,@@@・,0,0,0,,,121012,785177,,,,,2,,,,,0,0,,,,,,,,,0,0,0,0,0,,0,7/31/2021,0,,,110,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,10000,539711,59:18.9,10000,539711,13:03.8,,,1,,,ELKY01010101S01,,,,,,,0,,1,,,0,2.01911E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,7/16/2021,,0,0,1,,,,0,0,1,0,,,1,1,0,0,,,,,,,,14:12.7,10000,,ikouser,,IKY303050451P04,13:03.8,10000,,539711,,SKY613050400P01
10000,21206286,5.27556E+14,1,,,,,,S9930090934710001,,,,,2,5,0,0,100,1,527556205,5.27556E+14,5/28/2021,7/31/2021,7/30/2026,,,0,0,,177011,2,177011,1,60,0,3,2,0,,0,,@@@@@@@@@@@@・@@,1,1,31,10,1,31,,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,@@@・,0,0,0,,,121012,785177,,,,,2,,,,,0,1,,,,,,,,                    ,0,0,0,0,0,,0,,0,,,110,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,  ,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,,,,,,,,,1,,,ELEK99999999S99,,,,,,               ,0,,1,,,0,2.01918E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,59:19.1,,7/16/2021,,0,0,0,,,,1,0,1,0,,,0,1,0,0,,,,,,,,14:12.7,10000,,ikouser,,IKY303050451P03,38:24.6,10000,,785177,,DP-00725-001
10000,21206287,5.27556E+14,1,,,,,,S9930090934710001,,,,,2,5,0,0,100,2,527556205,5.27556E+14,,7/31/2021,7/30/2026,,,0,0,,177011,2,177011,1,60,0,3,1,1,1,1,,,0,1,31,10,1,31,7,0,0,,,,4,,,1,0,20,,0,2,,0,0,,0,0,,0,9,9,,,121012,785177,,,,,2,,,,,0,1,,,,,,,,,0,0,0,0,0,,0,7/31/2021,0,,,110,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,,0,,,,,,0,0,0,1,,,10000,785177,59:19.2,10000,785177,59:19.2,,,1,,,ELKY01010101S01,,,,,,,1,,1,,,0,2.01911E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,59:19.2,10000,,ikouser,,IKY303050451P02,59:19.2,10000,,785177,,IKY303050451P02
10000,21206289,5.27556E+14,1,,,,,,S9930090630150001,,,,,156,5,0,0,400,1,527556213,5.27556E+14,7/1/2021,7/30/2021,7/29/2026,,,0,0,,206409,2,206409,1,60,0,3,2,0,,0,,@@@@@@@@@@@@・@@,1,1,31,10,1,31,,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,,0,9,9,,,141103,723040,,,,,2,,,,,0,0,,,,,,,,                    ,0,0,0,0,0,,0,,0,,@､@｡@@@@・・@・・@@@@@｡@@@@@@@・・@・・@・ｾ@@・,420,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,  ,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,,,,,,,,,42,,,ELEK99999999S99,,,,,,               ,0,,1,,,0,2.01918E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/2/2021,,7/2/2021,,0,0,0,,,,1,0,1,0,,,0,1,0,0,,,,,,,,43:43.6,10000,,ikouser,,IKY303050451P03,08:54.3,10000,,723040,,DP-00209-000
10000,21206288,5.27556E+14,1,,,,,,S9930090630150001,,,5.27556E+16,,156,5,0,0,400,1,527556213,5.27556E+14,7/1/2021,9/1/2021,9/16/2026,9/17/2021,,0,1,,206409,2,206409,1,60,0,1,1,1,9,1,,@@@@@@@@@@@@・@@,1,2,20,10,1,31,5,0,0,,,,4,,,1,0,1,,0,0,,0,0,,0,0,,0,9,9,,,141103,723040,,,,,2,9/17/2021,,,,0,0,,,,     ,     ,       ,   ,,0,0,0,0,0,,0,9/17/2021,0,,@､@｡@@@@・・@・・@@@@@｡@@@@@@@・・@・・@・ｾ@@・,420,,,0,,0,,0,,0,0,0,0,0,@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,@@@@@@@@@@@@・@@,0,,,,,,0,0,0,1,,,10000,626786,01:37.9,10000,626786,33:00.5,,,42,,9/17/2021,ELKY01013001S01,,,,,,,0,,1,,,0,2.01945E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,7/2/2021,,7/2/2021,,0,0,1,,,,0,0,1,0,,,1,1,0,0,,,,,,,,43:43.6,10000,,ikouser,,IKY303050451P04,33:00.5,10000,,626786,,SKY613050400P01
10000,21206290,5.27556E+14,1,,,,,,S9930090630150001,,,,,156,5,0,0,400,2,527556213,5.27556E+14,,9/1/2021,7/29/2026,9/17/2021,,0,1,,206409,2,206409,1,60,0,1,1,1,9,1,,,0,2,20,10,1,31,5,0,0,,,,4,,,1,0,20,,0,1,,0,0,,0,0,,0,9,9,,,141103,723040,,,,,2,,,,,0,0,,,,,,,,,0,0,0,0,0,,0,9/1/2021,0,,,420,,,0,,0,,0,,0,0,,0,0,@@@@@@@@@・@・@・・@@@@@@@・@・@@@@@@@@@@@@@@@,,,,,,0,,0,,,,,,0,0,0,1,,,10000,626786,01:38.2,10000,626786,04:37.7,,,42,,,ELKY01013001S01,,,,,,,0,,0,,,0,2.01942E+19,1,1,0,,0,,0,0,0,,0,,0,0,,,,,,,0,0,0,,,,0,0,1,0,,,1,1,0,0,,,,,,,,01:38.2,10000,,ikouser,,IKY303050451P02,04:37.7,10000,,626786,,IKY303050451P02
